event_id,sampledate,region,dfozone,sample_site,latitude,longitude,source
29,2004-05-30,Broughton Archipelago,3_3,Adeane Point,50.7399,-125.6834,Fisheries and Oceans Canada
30,2004-06-27,Broughton Archipelago,3_3,Adeane Point,50.7399,-125.6834,Fisheries and Oceans Canada
31,2004-07-20,Broughton Archipelago,3_3,Adeane Point,50.7399,-125.6834,Fisheries and Oceans Canada
32,2005-05-28,Broughton Archipelago,3_3,Adeane Point,50.7399,-125.6834,Fisheries and Oceans Canada
33,2005-04-03,Broughton Archipelago,3_3,Adeane Point,50.7197,-125.6795,Fisheries and Oceans Canada
34,2005-04-28,Broughton Archipelago,3_3,Adeane Point,50.7197,-125.6795,Fisheries and Oceans Canada
35,2005-05-28,Broughton Archipelago,3_3,Adeane Point,50.7197,-125.6795,Fisheries and Oceans Canada
36,2005-06-25,Broughton Archipelago,3_3,Adeane Point,50.7196,-125.68,Fisheries and Oceans Canada
37,2005-07-20,Broughton Archipelago,3_3,Adeane Point,50.7196,-125.68,Fisheries and Oceans Canada
38,2005-06-25,Broughton Archipelago,3_3,Adeane Point,50.7399,-125.6834,Fisheries and Oceans Canada
39,2005-04-28,Broughton Archipelago,3_3,Adeane Point,50.7399,-125.6834,Fisheries and Oceans Canada
40,2003-05-12,Broughton Archipelago,3_3,Ahnuhati Point,50.89912,-125.64033,Fisheries and Oceans Canada
41,2003-05-20,Broughton Archipelago,3_3,Ahnuhati Point,50.89912,-125.64033,Fisheries and Oceans Canada
42,2003-05-26,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
43,2003-06-02,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
44,2003-03-12,Broughton Archipelago,3_3,Ahnuhati Point,50.89912,-125.64033,Fisheries and Oceans Canada
45,2003-03-18,Broughton Archipelago,3_3,Ahnuhati Point,50.89912,-125.64033,Fisheries and Oceans Canada
46,2003-03-25,Broughton Archipelago,3_3,Ahnuhati Point,50.89917,-125.64037,Fisheries and Oceans Canada
47,2003-03-31,Broughton Archipelago,3_3,Ahnuhati Point,50.89912,-125.64033,Fisheries and Oceans Canada
48,2003-04-08,Broughton Archipelago,3_3,Ahnuhati Point,50.89915,-125.64032,Fisheries and Oceans Canada
49,2003-04-14,Broughton Archipelago,3_3,Ahnuhati Point,50.89912,-125.64033,Fisheries and Oceans Canada
50,2003-04-23,Broughton Archipelago,3_3,Ahnuhati Point,50.89908,-125.64037,Fisheries and Oceans Canada
51,2003-04-28,Broughton Archipelago,3_3,Ahnuhati Point,50.89912,-125.64033,Fisheries and Oceans Canada
52,2003-05-05,Broughton Archipelago,3_3,Ahnuhati Point,50.89912,-125.64033,Fisheries and Oceans Canada
53,2003-06-09,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
54,2004-05-30,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
55,2004-06-27,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
56,2004-07-20,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
57,2005-04-03,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
58,2005-04-28,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
59,2005-05-28,Broughton Archipelago,3_3,Ahnuhati Point,50.8991,-125.6403,Fisheries and Oceans Canada
60,2005-06-25,Broughton Archipelago,3_3,Ahnuhati Point,50.8948,-125.639,Fisheries and Oceans Canada
61,2005-07-20,Broughton Archipelago,3_3,Ahnuhati Point,50.8897,-125.637,Fisheries and Oceans Canada
15092,2022-04-11,Sechelt-Jervis,3_1,Site 7,,,Mainstream Biological Consulting
62,2016-04-19,Broughton Archipelago,3_3,Alder Bay,50.872483333333335,-126.87391666666667,Mainstream Biological Consulting
63,2016-05-18,Broughton Archipelago,3_3,Alder Bay,50.872366666666665,-126.8741,Mainstream Biological Consulting
64,2017-04-06,Broughton Archipelago,3_3,Alder Bay,50.86651666666667,-126.9221,Mainstream Biological Consulting
65,2017-05-17,Broughton Archipelago,3_3,Alder Bay,50.86698333333333,-126.9235,Mainstream Biological Consulting
66,2003-03-04,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
67,2003-03-10,Broughton Archipelago,3_3,Alder Point,50.87158,-126.87147,Fisheries and Oceans Canada
68,2003-03-17,Broughton Archipelago,3_3,Alder Point,50.87328,-126.87507,Fisheries and Oceans Canada
69,2003-03-26,Broughton Archipelago,3_3,Alder Point,50.87162,-126.87183,Fisheries and Oceans Canada
70,2003-03-31,Broughton Archipelago,3_3,Alder Point,50.8733,-126.87483,Fisheries and Oceans Canada
71,2003-04-10,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87142,Fisheries and Oceans Canada
72,2003-04-28,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
73,2003-05-05,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
74,2003-05-12,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
75,2003-05-20,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
76,2003-05-28,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
77,2003-06-03,Broughton Archipelago,3_3,Alder Point,50.8733,-126.8748,Fisheries and Oceans Canada
78,2003-06-09,Broughton Archipelago,3_3,Alder Point,50.87322,-126.87497,Fisheries and Oceans Canada
79,2003-03-10,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
80,2003-03-17,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
81,2003-03-26,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
82,2003-03-31,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
83,2003-04-10,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
84,2003-04-14,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
85,2003-04-28,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
86,2003-05-05,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
87,2003-05-12,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
88,2003-05-20,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
89,2003-05-28,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
90,2003-06-03,Broughton Archipelago,3_3,Alder Point,50.8715,-126.87533,Fisheries and Oceans Canada
91,2003-06-09,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
92,2004-05-26,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
93,2004-06-23,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
94,2004-07-24,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
95,2004-05-10,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
96,2004-06-09,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
97,2004-07-06,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
98,2004-05-10,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
99,2004-05-26,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
100,2004-06-09,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
101,2004-06-23,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
102,2004-07-06,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
103,2004-07-24,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
104,2005-03-29,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
105,2005-05-01,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
106,2005-05-24,Broughton Archipelago,3_3,Alder Point,50.872,-126.8718,Fisheries and Oceans Canada
107,2005-06-23,Broughton Archipelago,3_3,Alder Point,50.8726,-126.873,Fisheries and Oceans Canada
108,2005-07-23,Broughton Archipelago,3_3,Alder Point,50.8725,-126.874,Fisheries and Oceans Canada
109,2005-06-23,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
110,2005-07-23,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
111,2005-05-01,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
112,2005-05-24,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
113,2006-03-29,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
114,2006-04-29,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
115,2006-05-26,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
116,2006-06-23,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
117,2006-07-22,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
118,2006-04-29,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
119,2006-05-26,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
120,2006-06-23,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
121,2006-07-22,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
122,2007-04-03,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
123,2007-05-03,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
124,2007-05-31,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
125,2007-06-27,Broughton Archipelago,3_3,Alder Point,50.87222,-126.87248,Fisheries and Oceans Canada
126,2007-04-03,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
127,2007-05-03,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
128,2007-06-27,Broughton Archipelago,3_3,Alder Point,50.8715,-126.8753,Fisheries and Oceans Canada
129,2008-04-02,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
130,2008-04-28,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
131,2008-04-30,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
132,2008-05-21,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
133,2008-06-26,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
134,2008-04-03,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
135,2008-04-28,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
136,2008-04-30,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
137,2008-05-21,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
138,2008-06-26,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
139,2009-04-01,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
140,2009-05-06,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
141,2009-06-03,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
142,2009-06-23,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
143,2009-04-01,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
144,2009-05-06,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
145,2009-06-03,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
146,2009-06-23,Broughton Archipelago,3_3,Alder Point,50.869999,-126.87,Fisheries and Oceans Canada
147,2010-04-05,Broughton Archipelago,3_3,Alder Point,50.8724,-126.8737,Broughton Archipelago Monitoring Plan
148,2010-05-03,Broughton Archipelago,3_3,Alder Point,50.87246666666667,-126.87363333333333,Broughton Archipelago Monitoring Plan
149,2010-06-01,Broughton Archipelago,3_3,Alder Point,50.87215,-126.87425,Broughton Archipelago Monitoring Plan
150,2010-06-26,Broughton Archipelago,3_3,Alder Point,50.8723,-126.87455,Broughton Archipelago Monitoring Plan
151,2011-03-31,Broughton Archipelago,3_3,Alder Point,50.87255,-126.87383333333334,Broughton Archipelago Monitoring Plan
152,2011-04-29,Broughton Archipelago,3_3,Alder Point,50.87253333333334,-126.87388333333334,Broughton Archipelago Monitoring Plan
153,2011-05-29,Broughton Archipelago,3_3,Alder Point,50.87275,-126.8738,Broughton Archipelago Monitoring Plan
154,2011-06-24,Broughton Archipelago,3_3,Alder Point,50.872416666666666,-126.87383333333334,Broughton Archipelago Monitoring Plan
155,2015-06-17,Broughton Archipelago,3_3,Alder Point,50.768368,-126.66997,Marine Environmental Research Program
156,2006-07-19,Broughton Archipelago,3_3,Alert Bay,50.59237,-126.94088,Fisheries and Oceans Canada
157,2006-07-19,Broughton Archipelago,3_3,Alert Bay,50.5854,-126.94128,Fisheries and Oceans Canada
158,2003-03-02,Broughton Archipelago,3_3,Arthur Point,50.76488,-126.66363,Fisheries and Oceans Canada
159,2003-03-13,Broughton Archipelago,3_3,Arthur Point,50.76488,-126.66367,Fisheries and Oceans Canada
160,2003-03-20,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66342,Fisheries and Oceans Canada
161,2003-04-03,Broughton Archipelago,3_3,Arthur Point,50.76485,-126.66348,Fisheries and Oceans Canada
162,2003-04-07,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66342,Fisheries and Oceans Canada
163,2003-04-16,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.66335,Fisheries and Oceans Canada
164,2003-04-24,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.66313,Fisheries and Oceans Canada
165,2003-04-30,Broughton Archipelago,3_3,Arthur Point,50.76488,-126.66363,Fisheries and Oceans Canada
166,2003-05-07,Broughton Archipelago,3_3,Arthur Point,50.76488,-126.66363,Fisheries and Oceans Canada
167,2003-05-14,Broughton Archipelago,3_3,Arthur Point,50.76488,-126.66363,Fisheries and Oceans Canada
168,2003-05-21,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66342,Fisheries and Oceans Canada
169,2003-05-26,Broughton Archipelago,3_3,Arthur Point,50.76488,-126.66363,Fisheries and Oceans Canada
170,2003-06-02,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
171,2003-06-11,Broughton Archipelago,3_3,Arthur Point,50.76543,-126.66397,Fisheries and Oceans Canada
172,2003-03-02,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
173,2003-03-13,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
174,2003-03-20,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
175,2003-04-03,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
176,2003-04-07,Broughton Archipelago,3_3,Arthur Point,50.76617,-126.66233,Fisheries and Oceans Canada
177,2003-04-16,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
178,2003-04-30,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
179,2003-05-07,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
180,2003-05-14,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
181,2003-05-21,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
182,2003-05-26,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
183,2003-06-02,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
184,2003-06-11,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.66267,Fisheries and Oceans Canada
185,2004-05-25,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
186,2004-06-22,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
187,2004-07-26,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
188,2004-05-13,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
189,2004-06-08,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
190,2004-07-09,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
191,2004-05-13,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
192,2004-05-25,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
193,2004-06-08,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
194,2004-06-22,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
195,2004-07-09,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
196,2004-07-26,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
197,2005-03-31,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
198,2005-05-01,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
199,2005-05-24,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.6636,Fisheries and Oceans Canada
200,2005-06-21,Broughton Archipelago,3_3,Arthur Point,50.7649,-126.664,Fisheries and Oceans Canada
201,2005-07-23,Broughton Archipelago,3_3,Arthur Point,50.7643,-126.66,Fisheries and Oceans Canada
202,2005-06-21,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
203,2005-07-23,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
204,2005-05-02,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
205,2005-05-24,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
206,2006-04-05,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
207,2006-04-25,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
208,2006-05-24,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
209,2006-06-21,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
210,2006-07-20,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
211,2006-04-27,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
212,2006-05-24,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
213,2006-06-21,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
214,2006-07-20,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
215,2007-04-03,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
216,2007-04-30,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
217,2007-05-29,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
218,2007-06-27,Broughton Archipelago,3_3,Arthur Point,50.76478,-126.66296,Fisheries and Oceans Canada
219,2007-04-03,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
220,2007-04-30,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
221,2007-05-29,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
222,2007-06-26,Broughton Archipelago,3_3,Arthur Point,50.7665,-126.6627,Fisheries and Oceans Canada
223,2008-04-01,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
224,2008-05-23,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
225,2008-06-25,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
226,2008-03-31,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
227,2008-05-23,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
228,2008-06-25,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
229,2009-03-30,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
230,2009-05-04,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
283,2006-04-25,Broughton Archipelago,3_3,Baker Island,50.76202,-126.55644,Fisheries and Oceans Canada
231,2009-05-07,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
232,2009-06-01,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
233,2009-06-25,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
234,2009-03-30,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
235,2009-05-05,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
236,2009-05-07,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
237,2009-06-01,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
238,2009-06-25,Broughton Archipelago,3_3,Arthur Point,50.759998,-126.66,Fisheries and Oceans Canada
239,2010-04-04,Broughton Archipelago,3_3,Arthur Point,50.765,-126.6635,Broughton Archipelago Monitoring Plan
240,2010-05-02,Broughton Archipelago,3_3,Arthur Point,50.76481666666667,-126.6631,Broughton Archipelago Monitoring Plan
241,2010-05-30,Broughton Archipelago,3_3,Arthur Point,50.76485,-126.66331666666666,Broughton Archipelago Monitoring Plan
242,2010-06-25,Broughton Archipelago,3_3,Arthur Point,50.76473333333333,-126.66265,Broughton Archipelago Monitoring Plan
243,2011-03-30,Broughton Archipelago,3_3,Arthur Point,50.7644,-126.66218333333333,Broughton Archipelago Monitoring Plan
244,2011-04-28,Broughton Archipelago,3_3,Arthur Point,50.764633333333336,-126.66186666666667,Broughton Archipelago Monitoring Plan
245,2011-05-28,Broughton Archipelago,3_3,Arthur Point,50.7647,-126.662,Broughton Archipelago Monitoring Plan
246,2011-06-23,Broughton Archipelago,3_3,Arthur Point,50.76455,-126.6626,Broughton Archipelago Monitoring Plan
247,2012-04-26,Broughton Archipelago,3_3,Arthur Point,50.76473333333333,-126.66328333333334,Broughton Archipelago Monitoring Plan
248,2012-05-31,Broughton Archipelago,3_3,Arthur Point,50.76481666666667,-126.62995,Broughton Archipelago Monitoring Plan
249,2012-06-26,Broughton Archipelago,3_3,Arthur Point,50.76476666666667,-126.6624,Broughton Archipelago Monitoring Plan
250,2016-04-18,Broughton Archipelago,3_3,Arthur Point,50.76668333333333,-126.66708333333334,Mainstream Biological Consulting
